22.190001 56.340000 12653.000000 19537.000000 939.140015 1.000000
20.010000 50.919998 13217.000000 20126.000000 939.629028 0.000000
28.190001 43.709999 12789.000000 20622.000000 937.406006 0.000000
17.129999 50.560001 13112.000000 19966.000000 939.612000 0.000000
20.660000 52.419998 13060.000000 19911.000000 939.267029 1.000000
27.600000 42.299999 12833.000000 20715.000000 937.575989 0.000000
20.920000 50.080002 13112.000000 19955.000000 939.380981 1.000000
20.900000 50.259998 13111.000000 19945.000000 939.414001 1.000000
-21.191000 11.140000 13129.000000 19245.000000 936.716003 0.000000
10.654000 46.580002 13166.000000 20026.000000 939.685974 0.000000
19.020000 54.060001 13136.000000 20038.000000 939.609009 1.000000
18.410000 56.410000 13129.000000 20012.000000 939.518005 1.000000
-3.425000 47.340000 13230.000000 20117.000000 939.650024 1.000000
-3.091000 47.660000 12790.000000 20580.000000 937.346008 0.000000
12.428000 51.889999 12888.000000 19467.000000 938.818970 1.000000
18.740000 47.320000 13190.000000 20111.000000 939.601990 0.000000
24.570000 53.099998 12844.000000 19454.000000 938.898987 1.000000
-20.153999 53.419998 12971.000000 19379.000000 938.697998 1.000000
18.920000 55.400002 13146.000000 20056.000000 939.594971 1.000000
10.850000 56.619999 12540.000000 19626.000000 939.809021 0.000000
26.320000 51.169998 12890.000000 19454.000000 938.791016 1.000000
19.809999 50.860001 13046.000000 19884.000000 939.278992 1.000000
15.715000 53.549999 12888.000000 19424.000000 938.741028 1.000000
-21.964001 52.049999 12968.000000 19377.000000 938.716003 1.000000
28.650000 60.459999 13381.000000 20015.000000 936.947021 0.000000
12.617000 48.400002 12889.000000 19446.000000 938.750977 1.000000
-8.601000 44.520000 12795.000000 20630.000000 937.504028 0.000000
24.340000 53.410000 12820.000000 19476.000000 939.039001 1.000000
-3.659000 41.880001 12784.000000 20667.000000 937.549988 0.000000
24.610001 53.180000 12878.000000 19439.000000 938.760986 1.000000
28.690001 42.540001 12772.000000 20546.000000 937.426025 0.000000
-21.042999 53.360001 12961.000000 19383.000000 938.729980 1.000000
30.030001 38.480000 12863.000000 20777.000000 937.573975 0.000000
16.910000 53.730000 13134.000000 20026.000000 939.632019 0.000000
13.940000 55.310001 12886.000000 19862.000000 939.851990 0.000000
26.750000 48.320000 12834.000000 19438.000000 938.898987 1.000000
-4.081000 50.310001 13124.000000 19987.000000 939.435974 1.000000
26.309999 51.389999 13109.000000 20009.000000 939.695984 0.000000
-4.256000 43.980000 12771.000000 20551.000000 937.392029 0.000000
19.781000 47.500000 12840.000000 19437.000000 938.859985 1.000000
28.700001 41.740002 12792.000000 20616.000000 937.325989 0.000000
17.400000 52.990002 13191.000000 20120.000000 939.617981 0.000000
19.070000 52.040001 13089.000000 19924.000000 939.372009 1.000000
23.719999 54.400002 12789.000000 19481.000000 939.091003 1.000000
24.660000 53.119999 12975.000000 19386.000000 938.721985 1.000000
24.370001 54.009998 12964.000000 19391.000000 938.721985 1.000000
26.260000 46.299999 12787.000000 20592.000000 937.346985 0.000000
14.696000 15.780000 13785.000000 20639.000000 936.685974 0.000000
-3.313000 47.759998 12963.000000 19411.000000 938.715027 1.000000
17.450001 48.459999 13108.000000 20003.000000 939.607971 0.000000
20.610001 51.599998 13127.000000 19995.000000 939.432007 1.000000
21.490000 49.369999 13154.000000 20075.000000 939.580017 1.000000
29.010000 41.400002 12829.000000 20684.000000 937.513977 0.000000
24.510000 53.310001 12844.000000 19449.000000 938.859985 1.000000
23.945999 55.830002 12671.000000 19709.000000 939.783997 0.000000
-4.103000 47.709999 12775.000000 20601.000000 937.390991 0.000000
12.140000 51.990002 12754.000000 19756.000000 939.828003 0.000000
23.728001 47.759998 13093.000000 19959.000000 939.598022 0.000000
26.719999 47.779999 12820.000000 19460.000000 939.031006 1.000000
15.947000 61.820000 13354.000000 20067.000000 937.025024 0.000000
26.850000 48.020000 12896.000000 19442.000000 938.742004 1.000000
11.325000 45.590000 13149.000000 19999.000000 939.666992 0.000000
24.480000 53.619999 12898.000000 19446.000000 938.752991 1.000000
24.660000 52.430000 12828.000000 19458.000000 938.952026 1.000000
27.870001 46.349998 12838.000000 20719.000000 937.515015 0.000000
25.860001 47.599998 12957.000000 19371.000000 938.723022 1.000000
3.262000 52.959999 12939.000000 19384.000000 938.692993 1.000000
-9.005000 52.349998 13270.000000 20232.000000 939.708984 1.000000
